DebtToIncomeRatio,CreditScore,MonthlyDebtPayments,PaymentHistory,NetWorth,SavingsAccountBalance,BankruptcyHistory,CreditCardUtilizationRate,LoanAmount,EmploymentStatus,RiskScore
0.3865657427084884,522,760,24,50600,2658,0,0.4984021651110902,9830,Employed,53.0
0.2797417316820996,600,580,15,98155,3848,0,0.4451789219677825,33934,Employed,49.0
0.4003010688197563,644,483,18,16650,2812,0,0.2571926019225266,34807,Self-Employed,60.0
0.1435834093673803,585,395,19,37019,7317,0,0.2371584301574122,24996,Employed,54.0
0.4849699333651019,604,564,23,21303,2419,0,0.1341699700969235,11245,Employed,53.0
0.1743828940635824,521,459,26,10976,5476,0,0.0703037878556625,15924,Employed,51.0
0.2543040724345759,562,695,26,54931,2736,0,0.1513861626351532,6885,Employed,43.2
0.3360816388901799,632,324,18,42253,1530,0,0.3256253478793322,18419,Employed,53.0
0.1099305123101733,482,707,35,78961,10449,0,0.462344642502961,13950,Employed,38.400000000000006
0.0719613388943556,594,491,29,246169,12198,0,0.4499873355999321,21290,Unemployed,51.0
0.0523914829072124,510,539,29,16868,3623,0,0.2942357505673558,36342,Employed,52.0
0.1669162265980343,609,357,27,43513,1246,0,0.3027893723473689,17134,Employed,53.0
0.1537614478093971,517,393,30,14839,2495,0,0.0891549410174875,27053,Employed,38.400000000000006
0.1459022203916767,656,603,21,703655,2706,0,0.4107017860870551,21082,Employed,28.8
0.4435543239079623,517,820,18,19305,5637,0,0.5082798484821918,14017,Employed,57.0
0.3653254574803429,491,157,17,14772,14304,0,0.508610503618263,44559,Employed,56.0
0.3328160919154178,543,399,14,11667,17521,0,0.3122117301064819,33313,Employed,56.0
0.1740693658346961,523,197,28,136907,2014,0,0.3302063130009654,12654,Employed,37.6
0.7145822345909657,514,352,29,296938,5426,0,0.2015418270067136,27563,Employed,53.0
0.6776494148459072,604,600,24,81432,7873,0,0.4224522391985164,19855,Employed,44.8
0.4550988443579343,615,582,22,59090,3623,0,0.2239547677633814,28460,Employed,52.0
0.4646819233120999,585,815,19,38084,4155,0,0.3652535812065326,11264,Self-Employed,59.0
0.1718263362183095,621,451,32,19277,11249,0,0.1507958835177536,18505,Employed,36.8
0.1019188094228479,548,172,22,154942,1625,0,0.1269766285027396,26287,Employed,47.0
0.1939410309138576,555,441,26,12367,4660,1,0.5967458064422063,12786,Self-Employed,68.0
0.4687376124666406,601,716,21,101906,7096,0,0.2273899329911745,25071,Employed,41.6
0.2419191077750267,617,670,19,19242,885,0,0.2530480753082048,18630,Employed,59.0
0.1227235105704719,550,580,32,142406,599,0,0.3687676750043981,22515,Employed,50.0
0.4477483460973688,513,352,29,10498,4488,0,0.2511617576692846,36671,Employed,57.0
0.1076541353457593,614,779,28,14912,17027,0,0.7628778113544733,85242,Employed,51.0
0.1746497346720764,578,431,28,217553,4440,0,0.2591186858372101,22902,Employed,36.8
0.4422412229162887,592,205,23,16381,2318,0,0.1023863858066007,20048,Unemployed,60.0
0.4089291679938863,615,307,27,157568,2492,0,0.1645997678573857,57849,Employed,54.0
0.5429667517181775,519,492,19,18878,2828,0,0.1302469816594759,38823,Self-Employed,60.0
0.5701199480151788,588,233,19,114031,13435,0,0.3328972351173623,53539,Employed,56.0
0.1237063670147805,542,305,31,53974,4702,0,0.2134986955180582,24812,Employed,51.0
0.5618797935777403,631,255,18,14863,13867,0,0.3042745565409049,33130,Employed,57.0
0.4099382033860412,536,485,20,11876,12772,0,0.09344563791257,22565,Employed,55.0
0.449773525222331,623,290,29,12283,8678,0,0.1837614062734874,22657,Employed,40.8
0.6348385631841943,605,554,27,13552,553,0,0.0496395119596557,23277,Employed,42.400000000000006
0.3451738221530181,577,410,17,17337,7006,0,0.3455122418320978,27124,Employed,55.0
0.2947356321402945,622,141,27,10351,2764,0,0.2308476880897162,22861,Employed,37.6
0.1012047988771713,571,393,22,55479,1342,0,0.6894997843986526,44103,Employed,55.0
0.468038073335621,587,251,23,114285,2060,0,0.1273626856797343,29371,Employed,60.0
0.2028218376476461,686,533,21,72946,2315,0,0.219342159956811,24360,Employed,45.0
0.1268533933480808,619,321,29,91750,7621,0,0.1113004455909137,23876,Employed,46.0
0.119194956965349,614,650,26,71191,1054,0,0.6244446477663158,17808,Employed,49.0
0.1586377197527934,593,754,24,34865,818,0,0.1831165699779946,12805,Employed,49.0
0.3855741274730267,623,282,24,48233,1499,0,0.2965756343303246,36331,Employed,51.0
0.3110039576776678,633,654,23,96493,6110,0,0.5719088717679573,36242,Employed,51.0
0.2480256135735735,667,263,22,60642,959,0,0.264137018479864,12663,Self-Employed,38.400000000000006
0.5060551563839466,526,384,21,60486,418,0,0.4438331416099574,12801,Employed,68.0
0.2743865283888164,588,365,35,16423,1899,0,0.2280511844189028,31257,Employed,54.0
0.1302997900798794,561,313,22,59363,1746,0,0.3293203484656715,18767,Employed,50.0
0.2606420142468907,556,483,27,14506,4271,0,0.4517922716006438,13426,Employed,54.0
0.4606273774690756,527,735,21,50567,5873,0,0.3661898026535393,9874,Employed,55.0
0.5732121724431339,605,508,25,23910,3930,0,0.0681339930976761,17481,Unemployed,44.8
0.139183760317739,539,388,28,10596,8439,0,0.1946665690391222,23512,Employed,37.6
0.2364878610633609,631,205,31,37999,4641,0,0.5422647102482915,19123,Unemployed,54.0
0.3459806192442405,528,115,17,19351,3399,0,0.203732529103665,11348,Employed,44.8
0.2412687490703722,586,344,20,156277,794,0,0.149305347252573,16413,Employed,50.0
0.1665573991562029,494,177,24,15419,1567,0,0.2853626294933136,29072,Employed,53.0
0.3013335634418271,560,229,31,15799,718,0,0.0660370620743884,48606,Employed,59.0
0.2171127436213081,545,452,12,174752,937,0,0.1083873327595764,22545,Employed,55.0
0.4897606669050059,605,231,18,47700,4269,0,0.1969169714939156,36916,Employed,50.0
0.0663081192536646,512,287,19,20075,1355,0,0.4399188477502851,31586,Employed,51.0
0.189799210276392,578,456,22,33736,9327,0,0.2336320085795977,16474,Employed,51.0
0.4350705423255866,617,459,28,76009,27110,0,0.1856088656039315,35200,Employed,52.0
0.4106711434079855,601,333,28,93747,837,0,0.0658012149949263,38644,Employed,51.0
0.1575976868973558,614,187,33,54806,13095,0,0.608169756674415,17290,Employed,41.6
0.4026044315551891,557,327,24,12229,3879,0,0.2462828253652686,22222,Employed,62.0
0.306363968493189,485,432,17,11041,3347,1,0.3325566097911018,16603,Employed,75.0
0.1691362431175741,577,409,26,34333,806,0,0.2005081873079028,11748,Self-Employed,54.0
0.5205845314224885,444,674,28,14596,440,0,0.2867664819994606,36737,Employed,59.0
0.1265869693586271,638,311,27,219199,2410,1,0.0479549122848052,49088,Employed,56.0
0.2539376320909976,596,203,22,12194,9626,0,0.361684102801295,21359,Employed,61.0
0.1858631491928687,560,344,15,151911,2430,0,0.1885020268035455,16861,Employed,47.0
0.7194758056084799,558,335,21,53569,964,0,0.352932660739794,37571,Employed,57.0
0.1171998131709605,596,427,21,13619,2876,0,0.5424457552710463,39658,Unemployed,56.0
0.2033116729840641,491,788,30,33509,8651,0,0.2671848827877927,14284,Employed,40.8
0.1058233004905101,528,233,22,11753,4221,0,0.2636406918636326,23625,Self-Employed,41.6
0.2123485227241229,615,477,38,10216,2728,0,0.3972950469593467,59261,Self-Employed,56.0
0.161633382881593,594,497,25,765452,5494,0,0.4395456958594184,54757,Employed,34.4
0.1580949922652535,548,360,24,23013,2748,0,0.132154272059759,13876,Employed,51.0
0.3323847494762235,637,416,29,142663,13656,0,0.0553130390858637,10984,Employed,37.6
0.2556778260215563,590,394,34,488707,3643,0,0.506285363554559,26252,Employed,36.8
0.3890038559615267,640,410,23,240190,1464,0,0.1935128070139339,31460,Employed,47.0
0.1825580242300948,665,1161,15,36779,7835,0,0.2865196066229765,31560,Employed,45.0
0.4901826509323336,575,522,20,45088,260,0,0.6621151971608701,28929,Employed,44.8
0.652463839049503,511,248,33,85019,4266,0,0.2900154264705164,25382,Employed,56.0
0.2465430676296394,620,419,22,19739,1805,0,0.4664677695785933,17814,Employed,52.0
0.3400608457021698,611,1430,26,14100,1355,0,0.4268495447084431,16049,Employed,41.6
0.199403159341121,549,370,26,21456,1399,0,0.1979324763167029,32926,Employed,51.0
0.372736362908151,585,85,29,50597,1324,0,0.1643964288429446,15480,Employed,41.6
0.3150755501344932,595,283,26,20664,1729,0,0.0524072977327644,9569,Employed,54.0
0.178781509459285,600,362,21,160764,1287,0,0.2196687574834417,23669,Employed,44.0
0.4802048565342524,594,369,28,459956,2323,0,0.1715138996515145,25407,Employed,40.0
0.2496658180673258,593,864,30,19018,3060,0,0.1777371099050399,57632,Employed,57.0
0.1566812916703783,651,511,30,469189,941,0,0.3178363330180001,22398,Employed,31.200000000000003
0.1037912639170332,553,309,26,88768,1084,0,0.6349452350675313,11348,Unemployed,43.2
0.2320937318360043,585,495,29,19001,2211,0,0.153239620820541,40525,Unemployed,53.0
0.4232875937378209,528,353,29,206618,4947,0,0.411222784764613,21490,Employed,55.0
0.192195312350382,569,356,23,89537,780,1,0.2639439587921354,20334,Employed,62.0
0.384321294931033,603,820,31,19806,966,0,0.2418666685967528,12312,Employed,53.0
0.1405861804512498,585,924,23,18560,3973,0,0.2167507138431267,28418,Self-Employed,54.0
0.2273877033138105,517,529,15,24775,2244,0,0.2104940629719824,23816,Employed,52.0
0.1439117288370638,509,297,22,10720,1279,0,0.1014638692690868,22919,Employed,51.0
0.3472980798982795,534,925,24,99829,1306,0,0.1411130386891348,35201,Employed,39.2
0.448246040200479,597,508,29,503449,1340,0,0.1290689847751893,37398,Employed,48.0
0.2356591212986657,483,446,24,16428,1047,0,0.4175452144961745,25856,Employed,55.0
0.4386446315601822,642,286,25,71153,9013,1,0.3608100253082147,28832,Employed,65.0
0.1127424678244864,522,374,31,12340,1456,0,0.2096056619604624,26199,Employed,51.0
0.3136090675624333,554,1266,34,84291,1665,0,0.2674346227721871,50816,Employed,60.0
0.0229014887033405,518,154,20,180462,7068,0,0.3359018091495764,13997,Employed,50.0
0.6663288472139957,598,1657,40,36326,1302,0,0.2420909504983563,12799,Employed,46.400000000000006
0.1198107756634588,604,933,23,10661,13801,0,0.5139907557378444,12158,Employed,36.8
0.2536604488034464,631,843,22,189872,2450,0,0.3742596134480495,28528,Employed,47.0
0.1753625291092773,533,497,29,10839,10614,0,0.1527714163109619,20812,Unemployed,53.0
0.3303434161005658,582,318,18,76617,2699,0,0.1291788165350204,12668,Employed,41.6
0.0788256153642822,583,313,35,294113,8416,0,0.358592630998427,19995,Employed,35.2
0.3628873120550211,515,212,27,11094,13450,0,0.1795342266945099,64776,Employed,55.0
0.0860509477806478,514,349,21,10421,4351,0,0.2430928145754708,27275,Employed,52.0
0.2734003999838728,642,363,16,84555,1844,0,0.6706083057235744,46049,Employed,52.0
0.1842760540387476,596,518,23,57985,1455,0,0.3434053979953892,11479,Employed,49.0
0.3093705607803016,625,211,26,32099,4708,0,0.2535743542851861,25489,Employed,52.0
0.5908191768754124,556,248,16,119908,3271,1,0.4081914664755567,28462,Employed,67.0
0.2604718014650083,641,213,29,14825,1415,0,0.4882290376616987,31132,Employed,50.0
0.3205060017132756,499,478,22,11384,9161,0,0.619718887831284,19408,Unemployed,63.0
0.2433607506909219,538,564,26,42206,2521,0,0.32796010668682,36073,Employed,54.0
0.2392276276713502,479,779,23,17080,653,0,0.4176569498376086,28167,Unemployed,58.0
0.1742904612383849,564,267,22,188353,2710,0,0.0550859954305368,23018,Employed,35.2
0.0917717201812558,586,359,22,60806,2334,0,0.1795021389203136,17779,Employed,37.6
0.4025139862752764,597,252,22,99444,5090,0,0.1678884959920254,10481,Unemployed,44.8
0.2095697093001604,542,262,28,18986,184,1,0.0868098867852665,8447,Employed,69.0
0.6140739848735395,544,509,30,12967,550,0,0.4877213530450462,15731,Employed,64.0
0.3895807122069615,559,1532,35,17081,13663,0,0.5875083810277495,20390,Employed,56.0
0.1983108275689442,523,309,20,12670,2879,0,0.3469838532442199,15710,Employed,51.0
0.2083727112733064,664,174,22,12497,2449,0,0.5337107892696359,26166,Employed,36.8
0.6036465532874274,517,1061,23,82509,4978,0,0.3612581265774328,33238,Employed,57.0
0.4546558512725215,543,174,23,68173,1053,0,0.3486501596674079,11786,Employed,41.6
0.0543619691517729,670,339,25,15047,2243,0,0.5919510217756017,28986,Employed,47.0
0.188412482700472,629,411,25,211172,2915,0,0.1058433703615423,21734,Employed,32.800000000000004
0.2306324399429891,585,659,22,19168,942,0,0.3844748366321653,9305,Employed,60.0
0.2607296936114659,561,807,24,14900,1700,0,0.5165623133555487,34690,Employed,52.0
0.140546310203232,554,356,24,80689,493,0,0.0793991667390695,13797,Employed,38.400000000000006
0.0762384912786907,616,1054,25,334466,10212,0,0.055059190609495,79627,Employed,40.0
0.485053697341723,627,361,26,12362,1126,0,0.2372439821551583,39491,Employed,40.8
0.4441659320439215,441,207,28,15449,1399,0,0.4561866095936154,20512,Employed,60.0
0.1678169739687586,558,390,27,71874,9598,0,0.1323491419592365,22008,Employed,37.6
0.1824567198050925,618,353,23,57039,3449,0,0.2811524326435478,10985,Employed,36.8
0.4130681151806385,602,320,22,171852,2625,0,0.1683443742869523,53019,Employed,48.0
0.5505015155044333,663,654,20,80456,2027,0,0.3574031555673992,14405,Employed,54.0
0.4139624083799305,524,187,19,12837,3437,0,0.5337688949177206,22493,Employed,44.0
0.1589826152312904,553,541,18,11187,807,0,0.3954285628691678,15977,Employed,53.0
0.2499983635908385,582,416,20,17924,17567,0,0.2613524775580035,27737,Unemployed,43.2
0.3817328843355753,425,231,23,125739,890,0,0.0823003849587086,21797,Employed,49.0
0.5830594524322502,636,435,19,35116,2373,0,0.3382756681067952,16104,Employed,42.400000000000006
0.3339074720584757,562,864,23,15277,686,0,0.2666097239272127,27782,Employed,58.0
0.3274240390049122,562,552,19,81560,15941,0,0.5531721861815905,46721,Employed,55.0
0.2961553156542246,518,303,28,311106,847,0,0.4229444706496738,22570,Employed,36.8
0.1935498098720205,640,615,24,11009,1220,0,0.1988129032314769,7365,Employed,48.0
0.2037404404979021,535,210,27,14855,6459,0,0.3328203433949906,26577,Employed,54.0
0.464600070555694,494,507,17,37733,2107,0,0.3399870623858276,10526,Employed,57.0
0.165354838026896,628,921,34,13023,488,0,0.1208552007341041,11106,Employed,46.0
0.4488261283184107,547,214,26,19288,3221,0,0.1298279120143285,10544,Employed,43.2
0.5493273646799544,639,661,28,10482,5725,0,0.1832915107245338,31354,Employed,54.0
0.1459369619486721,667,238,17,113191,2632,0,0.3235277684977647,10655,Employed,32.800000000000004
0.4032189346276474,570,394,21,47129,1275,0,0.2110416867183683,36085,Employed,60.0
0.3551469135948477,635,187,28,101716,2152,0,0.5495058837265376,33039,Employed,52.0
0.0714247832082128,593,719,25,10131,5993,0,0.0759951390701749,14307,Employed,39.2
0.479186066746024,643,229,15,384440,18798,0,0.1851239605326366,27988,Employed,36.8
0.3292313050499583,580,353,29,62192,2121,0,0.1658404528930951,39698,Employed,56.0
0.2761125968751469,625,754,26,36298,2650,0,0.1901522907399614,16462,Employed,49.0
0.3369573929559729,654,530,36,17758,7701,0,0.3219281243221005,40784,Employed,50.0
0.3572136471695302,602,637,27,51853,5492,0,0.5933659673322078,23966,Unemployed,52.0
0.1554840908062496,625,673,23,15213,7658,0,0.3262980489498783,15605,Employed,48.0
0.1378646412906964,509,493,22,17867,1632,0,0.4467881840546437,33287,Self-Employed,54.0
0.0873746476906792,595,1063,19,49105,1702,1,0.185331478867493,15318,Employed,63.0
0.1374527170337345,509,533,23,69191,1287,0,0.3903267840309222,44045,Employed,55.0
0.1631522326802087,629,373,17,15148,1028,0,0.0776033015714379,12380,Employed,47.0
0.3521344911498146,555,347,22,172784,2311,0,0.2248988567558985,42390,Self-Employed,53.0
0.2416878361057763,606,343,29,20730,3077,0,0.161072302788378,24563,Employed,49.0
0.3003520721064027,494,391,18,63746,514,0,0.0990602624235498,31450,Employed,51.0
0.1096532892857259,665,644,20,178705,3092,0,0.1147155257531056,18092,Employed,42.0
0.0435302580136919,633,206,26,11685,1201,0,0.4719138206409675,26792,Employed,52.0
0.3571218047771798,443,155,29,47508,3954,0,0.231753743754268,6217,Unemployed,65.0
0.2221831690916108,538,163,39,34581,5011,0,0.1185739166139458,24569,Employed,51.0
0.2087613436764741,622,253,28,17475,2069,0,0.2055689340351641,11422,Employed,37.6
0.081474024387282,428,410,22,12356,5130,0,0.6143514007369119,32017,Employed,53.0
0.2050651962975148,486,803,21,536752,1188,0,0.2947489286284483,16858,Employed,49.0
0.3342278313496566,469,405,22,107219,3160,0,0.4442120529995146,16779,Self-Employed,55.0
0.185881109211022,568,460,25,31330,987,0,0.3401866542218178,12307,Employed,52.0
0.0546623113467433,626,536,26,18787,6037,0,0.0826490458776648,24149,Employed,36.0
0.418027048334812,581,584,25,70622,1875,0,0.4702280587082464,14421,Employed,56.0
0.3765606605916494,594,784,19,15382,1791,0,0.2034460864059757,21452,Employed,41.6
0.2290422699388638,538,321,28,123536,1228,0,0.6504854829713883,18705,Employed,39.2
0.1061174252273282,566,330,30,16181,18624,0,0.20855048765843,13196,Employed,51.0
0.1455272831662347,614,319,23,15881,1005,0,0.4390195386113711,18136,Employed,37.6
0.4872363287081352,608,846,22,38510,2215,0,0.4541205302651545,16395,Employed,55.0
0.1232367074844265,621,611,26,29794,2302,1,0.3732926241084441,35780,Employed,61.0
0.3023115738931645,500,434,21,92838,1110,0,0.2008939221145324,38886,Employed,60.0
0.1213780558280261,645,1227,27,174625,713,0,0.1718075265768401,11388,Employed,35.2
0.303709096642912,522,340,36,16162,1635,0,0.1525324719710943,24264,Employed,56.0
0.1969250550806432,640,248,27,229141,5166,0,0.3676316453599281,19147,Employed,38.400000000000006
0.3602112002311694,575,203,25,169099,7125,0,0.2036680924943534,14191,Employed,39.2
0.566049458901427,547,523,29,274120,3970,0,0.3268207389158269,23691,Employed,41.6
0.2732733691039291,634,213,22,15866,547,0,0.5298624726528411,27848,Employed,50.0
0.4329771426209544,595,561,26,11125,2325,0,0.5320249618410939,5820,Employed,59.0
0.1770528437837228,613,349,28,10442,21299,0,0.4475460358384748,36401,Employed,36.8
0.5396645889289823,588,289,27,17817,2534,0,0.4010355877053614,31427,Self-Employed,48.0
0.1176690838712126,506,609,23,78975,1025,0,0.1250020450458602,21738,Employed,48.0
0.1582668697168965,603,298,25,15317,1430,0,0.2159187953689219,14201,Employed,40.8
0.3253675303277717,564,278,24,79557,1740,0,0.4257462062473718,28133,Employed,53.0
0.3224276836893713,558,397,17,128207,6049,0,0.1822468745723506,15875,Employed,39.2
0.164096791880774,511,301,29,85301,1637,0,0.4561965594314551,41563,Employed,50.0
0.1150772314249834,589,601,22,37478,10199,0,0.1403073931610486,34507,Employed,53.0
0.2820228045472384,488,818,21,160372,1967,0,0.4021674772465968,22242,Employed,52.0
0.0832271334530345,562,1282,18,130804,3660,0,0.1806356071396433,14725,Employed,36.0
0.3710878984060842,557,323,20,29303,1069,0,0.1557072930565275,28229,Employed,41.6
0.3165379989676011,571,292,27,20384,7659,0,0.2621709416407665,32731,Self-Employed,57.0
0.4369951660716316,563,199,28,22397,3742,0,0.2562386173207139,18636,Self-Employed,66.0
0.1700560286141031,631,488,20,15885,29953,0,0.2905884699196525,27056,Employed,53.0
0.1142888089160021,574,757,29,17340,2809,0,0.2391256468252501,17326,Employed,50.0
0.3928430401485778,502,213,18,175132,1361,0,0.2937608207842336,9218,Self-Employed,54.0
0.3582313461930632,589,193,30,12218,3402,0,0.8158545959020685,9590,Employed,60.0
0.1093477745831636,568,1710,18,147494,1592,1,0.3633546344221942,23813,Employed,60.0
0.3632106058586623,506,210,30,11731,11111,0,0.4094233079728296,47174,Employed,56.0
0.1353584231869652,629,283,26,280242,135,0,0.5758914039051108,13580,Employed,33.6
0.4156512554857604,546,130,27,36307,3843,0,0.4288327014359299,14729,Employed,45.6
0.0404501469000898,624,102,21,121301,4147,0,0.4124359009848491,25595,Self-Employed,36.8
0.2803840421720585,540,363,29,44980,1258,0,0.4117546006375296,22436,Employed,54.0
0.3991758092704138,607,771,24,18927,8686,0,0.1523270394184268,25407,Self-Employed,53.0
0.4973327513956729,620,400,16,14240,5892,0,0.1568762385571439,28536,Employed,58.0
0.0899882270210937,584,140,17,88092,3915,0,0.4901290062681379,21826,Employed,37.6
0.3884301660706284,581,390,37,49257,443,0,0.2411747161645677,23586,Employed,54.0
0.2569482414694087,558,173,21,17594,1041,0,0.2268348495997174,12538,Employed,54.0
0.5109829053923284,602,238,25,12181,21053,0,0.7441038581970925,17870,Employed,57.0
0.3207358236407948,699,420,28,117216,2993,0,0.3032432091949685,41400,Unemployed,36.0
0.4504627918079843,603,373,18,33326,12226,1,0.2782166171014826,27880,Employed,66.0
0.3512737991357311,586,454,17,225388,708,0,0.2604620949446559,25324,Employed,40.0
0.3975805048717062,537,682,21,13888,1115,0,0.1029831158795574,14239,Unemployed,61.0
0.1147407369683111,587,394,33,56221,1843,0,0.640673182011366,14733,Employed,58.0
0.1768016949933159,461,273,23,57977,4146,0,0.29956927966111,12872,Employed,54.0
0.4556960435822004,473,535,21,43664,8154,0,0.0970697203164026,8799,Employed,57.0
0.1906628141539912,626,173,25,14644,1778,0,0.4159463896808953,19253,Employed,58.0
0.599221001415853,565,414,17,12154,18322,0,0.2457328412267278,18128,Employed,58.0
0.3955686664613503,523,769,16,29521,5320,0,0.639753160194668,24158,Employed,55.0
0.3310747294686575,612,284,12,16480,2040,0,0.1951335252557234,36971,Employed,50.0
0.2360309486841333,549,297,26,245608,2942,0,0.303536933010602,16103,Employed,49.0
0.2064662464540849,494,1020,19,17923,2766,0,0.0938808509591728,41132,Self-Employed,55.0
